eu_id,date2,crop,yield_dry_Mgha,yield_15p_tonha,calc_yield_15p_tonha
30502,2018-08-08,spring barley,3.558247423,4.186173438,4.09198453645
30502,2019-08-15,oat,3.67004081676,4.317695078541177,4.220546939274
30502,2020-08-24,faba bean,3.547333333,4.173333332941177,4.07943333295
30503,2018-08-08,spring barley,5.097123519,5.996615905,5.86169204685
30503,2019-08-15,oat,4.481231292294001,5.2720368144635295,5.153415986138101
30503,2020-08-24,faba bean,5.344444444,6.287581698823529,6.146111110599999
30504,2018-08-08,spring barley,5.127106599,6.031890116,5.89617258885
30504,2019-08-15,oat,4.231102040744,4.977767106757647,4.865767346855599
30504,2020-08-24,faba bean,5.501388889,6.472222222352942,6.326597222349999
30505,2018-08-08,spring barley,3.322439863,3.908752779,3.8208058424499995
30505,2019-08-15,oat,3.901593197472,4.590109644084706,4.4868321770928
30505,2020-08-24,faba bean,3.583333333,4.215686274117647,4.12083333295
30506,2018-08-08,spring barley,3.388717949,3.986726998,3.89702564135
30506,2019-08-15,oat,4.147459183830001,4.879363745682353,4.7695780614045
30506,2020-08-24,faba bean,3.4104166670000002,4.012254902352942,3.92197916705
30602,2018-08-08,spring barley,3.356701031,3.949060036,3.8602061856499996
30602,2019-08-15,oat,3.956130612408,4.654271308715294,4.5495502042692
30602,2020-08-24,faba bean,3.258,3.8329411764705883,3.7466999999999997
30603,2018-08-08,spring barley,5.07285956,5.968070071,5.833788494
30603,2019-08-15,oat,4.415691156891,5.19493077281294,5.078044830424649
30603,2020-08-24,faba bean,5.547916666999999,6.526960784705882,6.380104167049998
30604,2018-08-08,spring barley,4.687918782,5.515198567,5.3911065993
30604,2019-08-15,oat,4.315559184047999,5.077128451821176,4.962893061655199
30604,2020-08-24,faba bean,4.713888889,5.545751634117647,5.42097222235
30605,2018-08-08,spring barley,2.865223368,3.370851021,3.2950068731999997
30605,2019-08-15,oat,3.55644761947,4.1840560229058825,4.0899147623904994
30605,2020-08-24,faba bean,3.001333333,3.530980391764706,3.4515333329499995
30606,2018-08-08,spring barley,4.609367520999999,5.422785319,5.300772649149999
30606,2019-08-15,oat,4.4838755103670005,5.275147659255296,5.15645683692205
30606,2020-08-24,faba bean,4.3520833329999995,5.120098038823529,5.004895832949999
30802,2018-08-08,spring barley,4.3795918369999995,5.152460984,5.036530612549999
30802,2019-08-15,oat,4.6713632655840005,5.495721488922353,5.3720677554216
30802,2020-08-24,faba bean,3.292,3.8729411764705883,3.7857999999999996
30803,2018-08-08,spring barley,5.189251701,6.105002001,5.96763945615
30803,2019-08-15,oat,5.425785034261001,6.383276510895295,6.23965278940015
30803,2020-08-24,faba bean,5.760416666999999,6.776960784705882,6.624479167049999
30804,2018-08-08,spring barley,5.4004421769999995,6.353461385,6.210508503549999
30804,2019-08-15,oat,4.9581489792659985,5.833116446195293,5.7018713261558975
30804,2020-08-24,faba bean,4.9069444440000005,5.772875816470588,5.6429861106
30805,2018-08-08,spring barley,4.425,5.205882353,5.088749999999999
30805,2019-08-15,oat,4.368408163470001,5.139303721729414,5.0236693879905
30805,2020-08-24,faba bean,4.66,5.482352941176471,5.359
30806,2018-08-08,spring barley,4.495340135999999,5.288635454,5.169641156399999
30806,2019-08-15,oat,4.900825850316,5.765677470959999,5.6359497278634
30806,2020-08-24,faba bean,4.80625,5.654411764705883,5.5271875
31402,2018-08-08,spring barley,4.893402062,5.756943602,5.627412371299999
31402,2019-08-15,oat,5.136469387785,6.042905162099999,5.906939795952749
31402,2020-08-24,faba bean,3.039333333,3.5756862741176474,3.49523333295
31403,2018-08-08,spring barley,5.554693878,6.534933974,6.3878979597
31403,2019-08-15,oat,5.118680272293999,6.021976790934117,5.8864823131380986
31403,2020-08-24,faba bean,5.059027778,5.951797385882354,5.8178819447
31404,2018-08-08,spring barley,4.848979592,5.704681873,5.576326530799999
31404,2019-08-15,oat,4.67836734728,5.503961585035295,5.380122449371999
31404,2020-08-24,faba bean,4.490972222,5.283496731764706,5.164618055299999
31405,2018-08-08,spring barley,4.621546392,5.437113402,5.314778350799999
31405,2019-08-15,oat,4.455393877557,5.241639855949412,5.12370295919055
31405,2020-08-24,faba bean,3.752,4.414117647058824,4.314799999999999
31406,2018-08-08,spring barley,3.636205128,4.277888386,4.1816358972
31406,2019-08-15,oat,3.9226122448859995,4.61483793516,4.511004081618899
31406,2020-08-24,faba bean,3.9423611110000003,4.638071895294118,4.53371527765
31502,2018-08-08,spring barley,4.77257732,5.614796847,5.488463918
31502,2019-08-15,oat,4.47153877557,5.260633853611765,5.1422695919054995
31502,2020-08-24,faba bean,2.921333333,3.436862744705883,3.35953333295
31503,2018-08-08,spring barley,4.584795918,5.393877551,5.2725153057
31503,2019-08-15,oat,4.472723128987999,5.262027210574118,5.143631598336198
31503,2020-08-24,faba bean,4.302777778,5.062091503529412,4.9481944447
31504,2018-08-08,spring barley,3.202721088,3.767907163,3.6831292512
31504,2019-08-15,oat,4.21502040784,4.958847538635295,4.847273469016
31504,2020-08-24,faba bean,3.748611111,4.41013071882353,4.31090277765
31505,2018-08-08,spring barley,4.530927835,5.330503335,5.210567010249999
31505,2019-08-15,oat,4.51698367329,5.314098439164707,5.1945312242835
31505,2020-08-24,faba bean,3.7606666669999997,4.424313725882352,4.32476666705
31506,2018-08-08,spring barley,3.820854701,4.495123177,4.39398290615
31506,2019-08-15,oat,4.04919727872,4.763761504376471,4.656576870528
31506,2020-08-24,faba bean,3.274305556,3.852124183529412,3.7654513893999995
31602,2018-08-08,spring barley,5.146735394999999,6.054982818,5.918745704249999
31602,2019-08-15,oat,4.653118367293,5.474256902697647,5.351086122386949
31602,2020-08-24,faba bean,3.9560000000000004,4.654117647058824,4.5494
31603,2018-08-08,spring barley,4.903265306,5.768547419,5.638755101899999
31603,2019-08-15,oat,4.493663265342,5.286662665108236,5.167712755143299
31603,2020-08-24,faba bean,3.752083333,4.414215685882353,4.31489583295
31604,2018-08-08,spring barley,4.524863946,5.323369348,5.2035935379
31604,2019-08-15,oat,4.190443537385,4.929933573394118,4.81901006799275
31604,2020-08-24,faba bean,3.133333333,3.6862745094117644,3.6033333329499997
31605,2018-08-08,spring barley,5.135051546,6.041237113,5.905309277899999
31605,2019-08-15,oat,4.060740816189,4.777342136692941,4.66985193861735
31605,2020-08-24,faba bean,3.351333333,3.942745097647059,3.8540333329499994
31606,2018-08-08,spring barley,3.881025641,4.565912519,4.46317948715
31606,2019-08-15,oat,4.04859863936,4.76305722277647,4.655888435263999
31606,2020-08-24,faba bean,3.875694444,4.559640522352941,4.457048610599999
31801,2018-08-08,spring barley,4.354931973,5.12344938,5.00817176895
31801,2019-08-15,oat,4.243205442291,4.992006402695295,4.879686258634649
31801,2020-08-24,faba bean,4.486394558,5.278111244705883,5.1593537416999995
31802,2018-08-08,spring barley,4.690612245,5.518367347,5.394204081749999
31802,2019-08-15,oat,4.756761904804,5.5961904762399985,5.470276190524599
31802,2020-08-24,faba bean,4.54,5.341176470588235,5.220999999999999
31803,2018-08-08,spring barley,4.563555556,5.368888889,5.248088889399999
31803,2019-08-15,oat,4.651523809608,5.47238095248,5.3492523810492
31803,2020-08-24,faba bean,4.949305556,5.822712418823529,5.6917013893999995
31805,2018-08-08,spring barley,4.780816327,5.624489796,5.49793877605
31805,2019-08-15,oat,3.804808163572,4.476244898320001,4.3755293881077995
31805,2020-08-24,faba bean,5.026666667,5.913725490588235,5.780666667049999
31806,2018-08-08,spring barley,4.20952381,4.952380952,4.8409523815
31806,2019-08-15,oat,3.5293850341879995,4.152217687279999,4.0587927893161995
31806,2020-08-24,faba bean,4.295238095,5.053221288235295,4.93952380925
31901,2018-08-08,spring barley,3.157142857,3.714285714,3.63071428555
31901,2019-08-15,oat,4.553502040672,5.35706122432,5.2365273467727995
31901,2020-08-24,faba bean,3.4047619049999995,4.0056022411764705,3.9154761907499993
31902,2018-08-08,spring barley,3.844353741,4.522769108,4.42100680215
31902,2019-08-15,oat,4.095438095154,4.818162464887059,4.7097538094271
31902,2020-08-24,faba bean,2.896666667,3.4078431376470593,3.3311666670499998
31903,2018-08-08,spring barley,3.7777777780000004,4.444444444,4.3444444447
31903,2019-08-15,oat,4.450669388152001,5.236081633120001,5.1182697963748005
31903,2020-08-24,faba bean,3.613194444,4.250816992941177,4.1551736105999995
31905,2018-08-08,spring barley,3.431632653,4.037214886,3.9463775509499994
31905,2019-08-15,oat,3.5123061224549996,4.132124849947059,4.039152040823249
31905,2020-08-24,faba bean,3.6660000000000004,4.312941176470588,4.2159
31906,2018-08-08,spring barley,3.217278912,3.785034014,3.6998707487999996
31906,2019-08-15,oat,3.0759591839079996,3.61877551048,3.5373530614941995
31906,2020-08-24,faba bean,3.072789116,3.6150460188235294,3.5337074833999997
32001,2018-08-08,spring barley,2.9132993199999997,3.427410964,3.3502942179999993
32001,2019-08-15,oat,3.4575156466970003,4.067665466702354,3.9761429937015502
32001,2020-08-24,faba bean,3.588435374,4.221688675294118,4.1267006801
32002,2018-08-08,spring barley,3.0162585030000004,3.548539416,3.46869727845
32002,2019-08-15,oat,3.060457143108,3.600537815421177,3.5195257145742
32002,2020-08-24,faba bean,2.9626666669999997,3.4854901964705878,3.4070666670499996
32003,2018-08-08,spring barley,3.136,3.689411765,3.6064
32003,2019-08-15,oat,3.610799999982,4.247999999978823,4.1524199999792994
32003,2020-08-24,faba bean,2.913194444,3.427287581176471,3.3501736105999997
32005,2018-08-08,spring barley,1.6692857140000001,1.963865546,1.9196785711
32005,2019-08-15,oat,2.83309999959,3.333058823047059,3.2580649995284996
32005,2020-08-24,faba bean,3.116,3.665882352941177,3.5833999999999997
32006,2018-08-08,spring barley,1.698367347,1.998079232,1.9531224490499999
32006,2019-08-15,oat,2.3902285718039997,2.8120336138870585,2.7487628575745995
32006,2020-08-24,faba bean,3.276190476,3.854341736470588,3.7676190473999998
32601,2018-08-08,spring barley,3.822405498,4.496947645,4.3957663227
32601,2019-08-15,oat,4.610429251813,5.424034413897647,5.301993639584949
32601,2020-08-24,faba bean,3.449069374,4.0577286752941175,3.9664297801
32602,2018-08-08,spring barley,4.128571429,4.857142857,4.747857143349999
32602,2019-08-15,oat,4.255967346579,5.00702040774,4.8943624485658495
32602,2020-08-24,faba bean,2.280666667,2.6831372552941177,2.62276666705
32603,2018-08-08,spring barley,3.730461538,4.388778281,4.290030768699999
32603,2019-08-15,oat,4.60511700695,5.417784714058823,5.295884557992499
32603,2020-08-24,faba bean,3.495384615,4.1122171941176475,4.01969230725
32605,2018-08-08,spring barley,4.557142857,5.361344538,5.240714285549999
32605,2019-08-15,oat,4.5571428570600006,5.361344537717648,5.240714285619
32605,2020-08-24,faba bean,3.324,3.9105882352941177,3.8225999999999996
32606,2018-08-08,spring barley,4.484536082,5.275924803,5.157216494299999
32606,2019-08-15,oat,4.66781632614,5.491548618988235,5.367988775060999
32606,2020-08-24,faba bean,3.460575296,4.071265054117648,3.9796615903999997
32701,2018-08-08,spring barley,4.0613058419999994,4.778006873,4.670501718299999
32701,2019-08-15,oat,4.351502720917001,5.119414965784706,5.0042281290545505
32701,2020-08-24,faba bean,2.912244898,3.4261704682352945,3.3490816327
32702,2018-08-08,spring barley,3.9561904759999997,4.654341737,4.549619047399999
32702,2019-08-15,oat,4.348857143176001,5.11630252138353,5.0011857146524
32702,2020-08-24,faba bean,3.414666667,4.017254902352942,3.9268666670499996
32703,2018-08-08,spring barley,3.620376068,4.259265963,4.1634324782
32703,2019-08-15,oat,4.270323809388,5.023910363985882,4.910872380796199
32703,2020-08-24,faba bean,3.179861111,3.7410130717647068,3.6568402776499997
32705,2018-08-08,spring barley,4.256326531,5.007442977,4.89477551065
32705,2019-08-15,oat,4.420076870902,5.2000904363552944,5.0830884015372995
32705,2020-08-24,faba bean,3.121333333,3.6721568623529413,3.5895333329499994
32706,2018-08-08,spring barley,4.210618557,4.95366889,4.84221134055
32706,2019-08-15,oat,4.203713605454001,4.945545418181177,4.834270646272101
32706,2020-08-24,faba bean,3.1414965990000003,3.695878351764706,3.6127210888500003
32801,2018-08-08,spring barley,4.210618557,4.95366889,4.84221134055
32801,2019-08-15,oat,4.515844217291001,5.312757902695295,5.193220849884651
32801,2020-08-24,faba bean,3.203401361,3.7687074835294117,3.68391156515
32802,2018-08-08,spring barley,4.019863946,4.729251701,4.6228435379
32802,2019-08-15,oat,4.4886510200180005,5.280765905903531,5.1619486730207
32802,2020-08-24,faba bean,3.344,3.934117647058823,3.8455999999999997
32803,2018-08-08,spring barley,4.074871795,4.793966817,4.68610256425
32803,2019-08-15,oat,4.41687755076,5.196326530305882,5.079409183374
32803,2020-08-24,faba bean,3.525,4.147058823529411,4.05375
32805,2018-08-08,spring barley,4.409183673,5.18727491,5.0705612239499995
32805,2019-08-15,oat,4.26891836727,5.022256902670589,4.9092561223605005
32805,2020-08-24,faba bean,3.5493333330000003,4.1756862741176475,4.08173333295
32806,2018-08-08,spring barley,4.335051546,5.100060643,4.9853092779
32806,2019-08-15,oat,4.6027142853,5.414957982705883,5.293121428095
32806,2020-08-24,faba bean,2.6734693879999996,3.145258103529412,3.074489796199999
34101,2018-08-08,spring barley,3.845989848,4.524693938,4.4228883252
34101,2019-08-15,oat,4.057394557936999,4.773405362278822,4.666003741627549
34101,2020-08-24,faba bean,2.3010309280000003,2.707095209411765,2.6461855672000003
34102,2018-08-08,spring barley,4.024873096,4.735144819,4.6286040604
34102,2019-08-15,oat,4.542843537385,5.344521808688236,5.22427006799275
34102,2020-08-24,faba bean,2.5726666669999996,3.0266666670588234,2.9585666670499995
34103,2018-08-08,spring barley,3.506020408,4.124729892,4.0319234692
34103,2019-08-15,oat,4.201830612155,4.943330131947058,4.83210520397825
34103,2020-08-24,faba bean,2.931929825,3.449329205882353,3.37171929875
34104,2018-08-08,spring barley,3.356190476,3.948459384,3.8596190474
34104,2019-08-15,oat,4.0921551018789994,4.814300119857647,4.705978367160849
34104,2020-08-24,faba bean,2.362411348,2.7793074682352943,2.7167730502
34105,2018-08-08,spring barley,3.7011167510000003,4.354255001,4.25628426365
34105,2019-08-15,oat,4.330800000324,5.095058823910589,4.9804200003726
34105,2020-08-24,faba bean,2.862,3.3670588235294114,3.2912999999999997
34301,2018-08-08,spring barley,4.054686971,4.770219966,4.66289001665
34301,2019-08-15,oat,4.617758503718999,5.432657063198823,5.310422279276849
34301,2020-08-24,faba bean,3.029553265,3.564180311764706,3.48398625475
34302,2018-08-08,spring barley,3.756548223,4.419468498,4.32003045645
34302,2019-08-15,oat,4.004654421511,4.711358142954118,4.605352584737649
34302,2020-08-24,faba bean,2.312,2.72,2.6587999999999994
34303,2018-08-08,spring barley,3.8356462590000002,4.51252501,4.41099319785
34303,2019-08-15,oat,4.988737414954,5.869102841122353,5.737048027197099
34303,2020-08-24,faba bean,3.846315789,4.52507739882353,4.42326315735
34304,2018-08-08,spring barley,3.87,4.552941176,4.4505
34304,2019-08-15,oat,4.3571999996279995,5.126117646621176,5.010779999572199
34304,2020-08-24,faba bean,3.36,3.9529411764705884,3.8639999999999994
34305,2018-08-08,spring barley,3.995059222,4.700069673,4.5943181053
34305,2019-08-15,oat,4.562621088764999,5.367789516194116,5.247014252079748
34305,2020-08-24,faba bean,2.226,2.618823529411765,2.5599
34401,2018-08-08,spring barley,4.2537055839999995,5.00435951,4.891761421599999
34401,2019-08-15,oat,3.7055530616609995,4.359474190189412,4.261386020910149
34401,2020-08-24,faba bean,2.170446735,2.5534667470588235,2.49601374525
34402,2018-08-08,spring barley,4.789137056,5.634278889,5.5075076144
34402,2019-08-15,oat,4.11156734658,4.8371380548000005,4.728302448567
34402,2020-08-24,faba bean,1.6480000000000001,1.9388235294117648,1.8952
34403,2018-08-08,spring barley,4.674693878,5.499639856,5.3758979597
34403,2019-08-15,oat,5.019302721471999,5.905062025261175,5.772198129692798
34403,2020-08-24,faba bean,2.519298246,2.9638802894117644,2.8971929828999996
34404,2018-08-08,spring barley,3.9555102040000003,4.653541417,4.5488367346
34404,2019-08-15,oat,4.4415585037189995,5.225362945551764,5.107792279276849
34404,2020-08-24,faba bean,2.531929825,2.9787409705882353,2.91171929875
34405,2018-08-08,spring barley,4.29319797,5.050821141,4.937177665499999
34405,2019-08-15,oat,4.493099999999999,5.285999999999999,5.167064999999999
34405,2020-08-24,faba bean,2.6633333329999997,3.1333333329411768,3.0628333329499995
34602,2018-08-08,spring barley,4.068556701,4.786537295,4.67884020615
34602,2019-08-15,oat,3.981699319358,4.6843521404211765,4.5789542172617
34602,2020-08-24,faba bean,2.033333333,2.392156862352941,2.3383333329499996
34603,2018-08-08,spring barley,3.788401361,4.456942777,4.35666156515
34603,2019-08-15,oat,4.463154421542,5.250769907696471,5.132627584773299
34603,2020-08-24,faba bean,3.4989247310000002,4.116382036470588,4.02376344065
34604,2018-08-08,spring barley,3.6989115650000004,4.351660664,4.25374829975
34604,2019-08-15,oat,4.058660543812,4.774894757425882,4.667459625383799
34604,2020-08-24,faba bean,3.129749104,3.6820577694117644,3.5992114695999997
34605,2018-08-08,spring barley,3.160824742,3.718617344,3.6349484533
34605,2019-08-15,oat,4.089787755108,4.811515006009412,4.7032559183742
34605,2020-08-24,faba bean,2.920666667,3.4360784317647055,3.35876666705
34606,2018-08-08,spring barley,3.188163265,3.750780312,3.6663877547499997
34606,2019-08-15,oat,4.2697551021599995,5.0232412966588225,4.910218367483999
34606,2020-08-24,faba bean,2.265292096,2.6650495247058825,2.6050859103999997
34702,2018-08-08,spring barley,4.2348453610000005,4.982171013,4.87007216515
34702,2019-08-15,oat,4.078666666958001,4.798431372891766,4.690466667001701
34702,2020-08-24,faba bean,2.620666667,3.083137255294117,3.0137666670499996
34703,2018-08-08,spring barley,4.295510204,5.053541417,4.9398367346
34703,2019-08-15,oat,4.183946258223,4.922289715556471,4.81153819695645
34703,2020-08-24,faba bean,2.545519713,2.994729074117647,2.9273476699499996
34704,2018-08-08,spring barley,3.877891156,4.56222489,4.459574829399999
34704,2019-08-15,oat,4.4750863941759995,5.264807522559999,5.146349353302399
34704,2020-08-24,faba bean,3.403584229,4.0042167399999995,3.9141218633499997
34705,2018-08-08,spring barley,3.9390034359999997,4.63412169,4.529853951399999
34705,2019-08-15,oat,4.99583333375,5.877450980882353,5.7452083338125
34705,2020-08-24,faba bean,3.249333333,3.8227450976470587,3.7367333329499997
34706,2018-08-08,spring barley,3.694693878,4.346698679,4.2488979597
34706,2019-08-15,oat,4.321599999707998,5.084235293774116,4.969839999664197
34706,2020-08-24,faba bean,2.961512027,3.4841317964705882,3.40573883105
34802,2018-08-08,spring barley,3.711134021,4.366040024,4.2678041241499995
34802,2019-08-15,oat,4.52737414963,5.32632252897647,5.2064802720745
34802,2020-08-24,faba bean,2.240666667,2.636078431764706,2.57676666705
34803,2018-08-08,spring barley,3.6989115650000004,4.351660664,4.25374829975
34803,2019-08-15,oat,4.610514285589,5.424134453634118,5.3020914284273495
34803,2020-08-24,faba bean,2.481003584,2.9188277458823526,2.8531541216
34804,2018-08-08,spring barley,3.511904762,4.131652661,4.038690476299999
34804,2019-08-15,oat,4.110714286,4.836134454117647,4.7273214289
34804,2020-08-24,faba bean,2.229390681,2.622812565882353,2.56379928315
34805,2018-08-08,spring barley,3.67257732,4.3206792,4.223463917999999
34805,2019-08-15,oat,4.31087346906,5.071615845952941,4.957504489419
34805,2020-08-24,faba bean,2.088,2.456470588235294,2.4012
34806,2018-08-08,spring barley,3.6690816330000002,4.316566627,4.21944387795
34806,2019-08-15,oat,4.077751700728,4.797354942032942,4.6894144558372
34806,2020-08-24,faba bean,2.294158076,2.6990095011764708,2.6382817874
34901,2018-08-08,spring barley,2.512794613,2.956228956,2.88971380495
34901,2019-08-15,oat,4.767480272294,5.608800320345883,5.482602313138099
34901,2020-08-24,faba bean,4.45625,5.24264705882353,5.124687499999999
34902,2018-08-08,spring barley,4.0893470789999995,4.810996564,4.702749140849999
34902,2019-08-15,oat,4.261309523625,5.013305321911765,4.90050595216875
34902,2020-08-24,faba bean,3.280808081,3.8597742129411765,3.77292929315
34903,2018-08-08,spring barley,3.318900344,3.90458864,3.8167353955999994
34903,2019-08-15,oat,4.106292516744,4.8309323726399995,4.7222363942556
34903,2020-08-24,faba bean,3.6597222219999996,4.305555555294117,4.208680555299999
34905,2018-08-08,spring barley,4.440309278,5.223893269,5.106355669699999
34905,2019-08-15,oat,4.250293877849999,5.000345738647058,4.8878379595274986
34905,2020-08-24,faba bean,3.090909091,3.6363636364705885,3.5545454546499995
34906,2018-08-08,spring barley,3.462727273,4.073796791,3.9821363639499996
34906,2019-08-15,oat,3.8562387755699996,4.536751500670587,4.434674591905499
34906,2020-08-24,faba bean,4.692361111,5.520424836470588,5.39621527765
35101,2018-08-08,spring barley,4.676161616,5.501366607,5.3775858584
35101,2019-08-15,oat,4.600697958794999,5.41258583387647,5.290802652614249
35101,2020-08-24,faba bean,3.457638889,4.067810457647059,3.97628472235
35102,2018-08-08,spring barley,4.384879725,5.15868203,5.04261168375
35102,2019-08-15,oat,4.40359183704,5.180696278870588,5.064130612595999
35102,2020-08-24,faba bean,4.444444444,5.228758169411765,5.1111111106
35103,2018-08-08,spring barley,4.108041237,4.832989691,4.7242474225499995
35103,2019-08-15,oat,3.8968999997069993,4.584588234949411,4.4814349996630485
35103,2020-08-24,faba bean,3.563194444,4.191993463529411,4.097673610599999
35105,2018-08-08,spring barley,3.961512027,4.660602385,4.555738831049999
35105,2019-08-15,oat,3.9420408165600005,4.637695078305883,4.533346939044001
35105,2020-08-24,faba bean,3.614814815,4.252723311764706,4.157037037249999
35106,2018-08-08,spring barley,3.965858586,4.665715983,4.5607373738999994
35106,2019-08-15,oat,3.8974979587950003,4.5852917162294125,4.48212265261425
35106,2020-08-24,faba bean,3.11875,3.669117647058824,3.5865624999999994
35201,2018-08-08,spring barley,4.163535354,4.898276887,4.7880656571
35201,2019-08-15,oat,4.647503401456,5.46765106053647,5.3446289116744
35201,2020-08-24,faba bean,4.090277778,4.812091503529412,4.7038194447
35202,2018-08-08,spring barley,4.133539519,4.862987669,4.7535704468499995
35202,2019-08-15,oat,4.008338775116,4.715692676607059,4.6095895913834
35202,2020-08-24,faba bean,4.253872054,5.004555357647059,4.8919528621
35203,2018-08-08,spring barley,4.646460481,5.466424095,5.34342955315
35203,2019-08-15,oat,4.369095237927999,5.140112044621176,5.024459523617198
35203,2020-08-24,faba bean,4.0631944440000005,4.780228757647059,4.6726736106
35205,2018-08-08,spring barley,4.410103093,5.18835658,5.07161855695
35205,2019-08-15,oat,3.8873326534199997,4.573332533435295,4.4704325514329994
35205,2020-08-24,faba bean,4.194612795,4.934838582352941,4.82380471425
35206,2018-08-08,spring barley,3.9613468010000004,4.660408002,4.55554882115
35206,2019-08-15,oat,3.5812843540699997,4.2132757106705885,4.118477007180499
35206,2020-08-24,faba bean,2.6513888889999997,3.1192810458823526,3.0490972223499995
35301,2018-08-08,spring barley,3.899124579,4.587205387,4.48399326585
35301,2019-08-15,oat,4.513812244916,5.310367346960001,5.1908840816534
35301,2020-08-24,faba bean,2.825,3.323529411764706,3.24875
35302,2018-08-08,spring barley,3.771477663,4.437032545,4.33719931245
35302,2019-08-15,oat,3.012674829926,3.5443233293247056,3.4645760544149
35302,2020-08-24,faba bean,2.555555556,3.0065359482352942,2.9388888893999994
35304,2018-08-08,spring barley,4.445223368,5.22967455,5.1120068731999995
35304,2019-08-15,oat,4.22989659876,4.976348939717647,4.8643810885739995
35304,2020-08-24,faba bean,3.9277777780000003,4.620915032941176,4.5169444447
35305,2018-08-08,spring barley,3.523848797,4.145704467,4.0524261165499995
35305,2019-08-15,oat,3.772334694076,4.43804081656,4.3381848981874
35305,2020-08-24,faba bean,3.848484848,4.527629232941176,4.4257575752
35306,2018-08-08,spring barley,3.8395959599999996,4.517171717,4.415535353999999
35306,2019-08-15,oat,4.309951020336,5.07053061216,4.9564436733864
35306,2020-08-24,faba bean,2.867361111,3.3733660129411764,3.2974652776499997
35401,2018-08-08,spring barley,4.588888889,5.39869281,5.277222222349999
35401,2019-08-15,oat,4.263653061375001,5.01606242514706,4.903201020581251
35401,2020-08-24,faba bean,4.428472222,5.20996732,5.0927430553
35402,2018-08-08,spring barley,4.536563574,5.337133616,5.2170481100999995
35402,2019-08-15,oat,4.340797279008,5.106820328244707,4.9919168708592
35402,2020-08-24,faba bean,3.870707071,4.553773024705882,4.45131313165
35404,2018-08-08,spring barley,4.62790378,5.444592682,5.3220893469999995
35404,2019-08-15,oat,4.363700680248,5.133765506174118,5.018255782285199
35404,2020-08-24,faba bean,4.652777778,5.473856209411766,5.350694444699999
35405,2018-08-08,spring barley,4.475670103,5.265494239,5.147020618449999
35405,2019-08-15,oat,4.644568707705999,5.464198479654117,5.3412540138618985
35405,2020-08-24,faba bean,3.8356902359999996,4.512576748235293,4.411043771399999
35406,2018-08-08,spring barley,4.550544218,5.3535814329999996,5.2331258507
35406,2019-08-15,oat,4.708457142603999,5.539361344239999,5.414725713994598
35406,2020-08-24,faba bean,4.658333333,5.480392156470589,5.357083332949999
35501,2018-08-08,spring barley,4.605612245,5.418367347,5.296454081749999
35501,2019-08-15,oat,4.494234694305,5.287334934476472,5.16836989845075
35501,2020-08-24,faba bean,4.349305556,5.116830065882353,5.0017013894
35502,2018-08-08,spring barley,4.824594128,5.675993092,5.5482832472
35502,2019-08-15,oat,4.41579047598,5.1950476188,5.0781590473769995
35502,2020-08-24,faba bean,2.581818182,3.037433155294118,2.9690909092999997
35504,2018-08-08,spring barley,4.756122449,5.595438175,5.4695408163499994
35504,2019-08-15,oat,4.582734694305,5.391452581535295,5.2701448984507495
35504,2020-08-24,faba bean,3.427083333,4.031862744705882,3.9411458329499998
35505,2018-08-08,spring barley,4.376442142,5.148755461,5.0329084633
35505,2019-08-15,oat,4.924231292294,5.793213285051766,5.6628659861381
35505,2020-08-24,faba bean,3.4053872050000003,4.0063378882352945,3.91619528575
35506,2018-08-08,spring barley,4.78622449,5.630852341,5.5041581635
35506,2019-08-15,oat,5.033061224549999,5.921248499470587,5.788020408232499
35506,2020-08-24,faba bean,2.9659722219999995,3.4893790847058823,3.410868055299999
