eu_id,date2,exp_year,dm_type,dm_gm2
32806,2019-11-13,y2_fall,volunteer,NA
34101,2018-11-15,y1_fall,grass_cl,NA
34101,2018-11-15,y1_fall,weeds,0.63
34101,2018-11-15,y1_fall,radish,NA
34101,2018-11-15,y1_fall,volunteer,130.46
34101,2019-11-13,y2_fall,grass_cl,NA
34101,2019-11-13,y2_fall,weeds,52.59
34101,2019-11-13,y2_fall,radish,NA
34101,2019-11-13,y2_fall,volunteer,NA
34102,2018-11-15,y1_fall,grass_cl,13.61
34102,2018-11-15,y1_fall,weeds,2.92
34102,2018-11-15,y1_fall,radish,NA
34102,2018-11-15,y1_fall,volunteer,119.55
34102,2019-11-13,y2_fall,grass_cl,33.1
34102,2019-11-13,y2_fall,weeds,46.37
34102,2019-11-13,y2_fall,radish,NA
34102,2019-11-13,y2_fall,volunteer,NA
34103,2018-11-15,y1_fall,grass_cl,NA
34103,2018-11-15,y1_fall,weeds,0
34103,2018-11-15,y1_fall,radish,197.45
34103,2018-11-15,y1_fall,volunteer,59.75
34103,2019-11-13,y2_fall,grass_cl,NA
34103,2019-11-13,y2_fall,weeds,17.99
34103,2019-11-13,y2_fall,radish,50.01
34103,2019-11-13,y2_fall,volunteer,NA
34104,2018-11-15,y1_fall,grass_cl,NA
34104,2018-11-15,y1_fall,weeds,0
34104,2018-11-15,y1_fall,radish,39.39
34104,2018-11-15,y1_fall,volunteer,171.82
34104,2019-11-13,y2_fall,grass_cl,NA
34104,2019-11-13,y2_fall,weeds,46.04
34104,2019-11-13,y2_fall,radish,13.7
34104,2019-11-13,y2_fall,volunteer,NA
34105,2018-11-15,y1_fall,grass_cl,4.15
34105,2018-11-15,y1_fall,weeds,1.81
34105,2018-11-15,y1_fall,radish,NA
34105,2018-11-15,y1_fall,volunteer,179.9
34105,2019-11-13,y2_fall,grass_cl,3.66
34105,2019-11-13,y2_fall,weeds,76.46
34105,2019-11-13,y2_fall,radish,NA
34105,2019-11-13,y2_fall,volunteer,NA
34301,2018-11-15,y1_fall,grass_cl,NA
34301,2018-11-15,y1_fall,weeds,2.97
34301,2018-11-15,y1_fall,radish,NA
34301,2018-11-15,y1_fall,volunteer,351.75
34301,2019-11-13,y2_fall,grass_cl,NA
34301,2019-11-13,y2_fall,weeds,63.7
34301,2019-11-13,y2_fall,radish,NA
34301,2019-11-13,y2_fall,volunteer,NA
34302,2018-11-15,y1_fall,grass_cl,38.97
34302,2018-11-15,y1_fall,weeds,29.64
34302,2018-11-15,y1_fall,radish,NA
34302,2018-11-15,y1_fall,volunteer,169.99
34302,2019-11-13,y2_fall,grass_cl,68.99
34302,2019-11-13,y2_fall,weeds,36.9
34302,2019-11-13,y2_fall,radish,NA
34302,2019-11-13,y2_fall,volunteer,NA
34303,2018-11-15,y1_fall,grass_cl,NA
34303,2018-11-15,y1_fall,weeds,0.89
34303,2018-11-15,y1_fall,radish,352.33
34303,2018-11-15,y1_fall,volunteer,54.04
34303,2019-11-13,y2_fall,grass_cl,NA
34303,2019-11-13,y2_fall,weeds,37.96
34303,2019-11-13,y2_fall,radish,60.55
34303,2019-11-13,y2_fall,volunteer,NA
34304,2018-11-15,y1_fall,grass_cl,NA
34304,2018-11-15,y1_fall,weeds,0.9
34304,2018-11-15,y1_fall,radish,65.69
34304,2018-11-15,y1_fall,volunteer,237.05
34304,2019-11-13,y2_fall,grass_cl,NA
34304,2019-11-13,y2_fall,weeds,97.15
34304,2019-11-13,y2_fall,radish,10.92
34304,2019-11-13,y2_fall,volunteer,NA
34305,2018-11-15,y1_fall,grass_cl,1.12
34305,2018-11-15,y1_fall,weeds,16.92
34305,2018-11-15,y1_fall,radish,NA
34305,2018-11-15,y1_fall,volunteer,308
34305,2019-11-13,y2_fall,grass_cl,8.81
34305,2019-11-13,y2_fall,weeds,82.53
34305,2019-11-13,y2_fall,radish,NA
34305,2019-11-13,y2_fall,volunteer,NA
34401,2018-11-15,y1_fall,grass_cl,NA
34401,2018-11-15,y1_fall,weeds,11.12
34401,2018-11-15,y1_fall,radish,NA
34401,2018-11-15,y1_fall,volunteer,178.17
34401,2019-11-13,y2_fall,grass_cl,NA
34401,2019-11-13,y2_fall,weeds,51.91
34401,2019-11-13,y2_fall,radish,NA
34401,2019-11-13,y2_fall,volunteer,NA
34402,2018-11-15,y1_fall,grass_cl,42.33
34402,2018-11-15,y1_fall,weeds,9.11
34402,2018-11-15,y1_fall,radish,NA
34402,2018-11-15,y1_fall,volunteer,130.11
34402,2019-11-13,y2_fall,grass_cl,56.15
34402,2019-11-13,y2_fall,weeds,55.35
34402,2019-11-13,y2_fall,radish,NA
34402,2019-11-13,y2_fall,volunteer,NA
34403,2018-11-15,y1_fall,grass_cl,NA
34403,2018-11-15,y1_fall,weeds,0.96
34403,2018-11-15,y1_fall,radish,171.95
34403,2018-11-15,y1_fall,volunteer,95.18
34403,2019-11-13,y2_fall,grass_cl,NA
34403,2019-11-13,y2_fall,weeds,48.62
34403,2019-11-13,y2_fall,radish,30.25
34403,2019-11-13,y2_fall,volunteer,NA
34404,2018-11-15,y1_fall,grass_cl,NA
34404,2018-11-15,y1_fall,weeds,1.11
34404,2018-11-15,y1_fall,radish,22.23
34404,2018-11-15,y1_fall,volunteer,222.56
34404,2019-11-13,y2_fall,grass_cl,NA
34404,2019-11-13,y2_fall,weeds,52.2
34404,2019-11-13,y2_fall,radish,13.05
34404,2019-11-13,y2_fall,volunteer,NA
34405,2018-11-15,y1_fall,grass_cl,0.94
34405,2018-11-15,y1_fall,weeds,1.32
34405,2018-11-15,y1_fall,radish,NA
34405,2018-11-15,y1_fall,volunteer,256.77
34405,2019-11-13,y2_fall,grass_cl,2.75
34405,2019-11-13,y2_fall,weeds,61.96
34405,2019-11-13,y2_fall,radish,NA
34405,2019-11-13,y2_fall,volunteer,NA
34602,2018-11-15,y1_fall,grass_cl,14.88
34602,2018-11-15,y1_fall,weeds,4.95
34602,2018-11-15,y1_fall,radish,NA
34602,2018-11-15,y1_fall,volunteer,244.44
34602,2019-11-13,y2_fall,grass_cl,71.25
34602,2019-11-13,y2_fall,weeds,52.58
34602,2019-11-13,y2_fall,radish,NA
34602,2019-11-13,y2_fall,volunteer,NA
34603,2018-11-15,y1_fall,grass_cl,NA
34603,2018-11-15,y1_fall,weeds,0
34603,2018-11-15,y1_fall,radish,213.77
34603,2018-11-15,y1_fall,volunteer,172.56
34603,2019-11-13,y2_fall,grass_cl,NA
34603,2019-11-13,y2_fall,weeds,63.3
34603,2019-11-13,y2_fall,radish,84.9
34603,2019-11-13,y2_fall,volunteer,NA
34604,2018-11-15,y1_fall,grass_cl,NA
34604,2018-11-15,y1_fall,weeds,0.34
34604,2018-11-15,y1_fall,radish,30.15
34604,2018-11-15,y1_fall,volunteer,267.28
34604,2019-11-13,y2_fall,grass_cl,NA
34604,2019-11-13,y2_fall,weeds,74.75
34604,2019-11-13,y2_fall,radish,12.11
34604,2019-11-13,y2_fall,volunteer,NA
34605,2018-11-15,y1_fall,grass_cl,0.98
34605,2018-11-15,y1_fall,weeds,6.51
34605,2018-11-15,y1_fall,radish,NA
34605,2018-11-15,y1_fall,volunteer,318.95
34605,2019-11-13,y2_fall,grass_cl,12.91
34605,2019-11-13,y2_fall,weeds,101.41
34605,2019-11-13,y2_fall,radish,NA
34605,2019-11-13,y2_fall,volunteer,NA
34606,2018-11-15,y1_fall,grass_cl,NA
34606,2018-11-15,y1_fall,weeds,1.27
34606,2018-11-15,y1_fall,radish,NA
34606,2018-11-15,y1_fall,volunteer,334.48
34606,2019-11-13,y2_fall,grass_cl,NA
34606,2019-11-13,y2_fall,weeds,48.77
34606,2019-11-13,y2_fall,radish,NA
34606,2019-11-13,y2_fall,volunteer,NA
34702,2018-11-15,y1_fall,grass_cl,18.46
34702,2018-11-15,y1_fall,weeds,5.93
34702,2018-11-15,y1_fall,radish,NA
34702,2018-11-15,y1_fall,volunteer,190.98
34702,2019-11-13,y2_fall,grass_cl,72.1
34702,2019-11-13,y2_fall,weeds,46.96
34702,2019-11-13,y2_fall,radish,NA
34702,2019-11-13,y2_fall,volunteer,NA
34703,2018-11-15,y1_fall,grass_cl,NA
34703,2018-11-15,y1_fall,weeds,1.61
34703,2018-11-15,y1_fall,radish,188.95
34703,2018-11-15,y1_fall,volunteer,78.03
34703,2019-11-13,y2_fall,grass_cl,NA
34703,2019-11-13,y2_fall,weeds,80.36
34703,2019-11-13,y2_fall,radish,66.93
34703,2019-11-13,y2_fall,volunteer,NA
34704,2018-11-15,y1_fall,grass_cl,NA
34704,2018-11-15,y1_fall,weeds,0.52
34704,2018-11-15,y1_fall,radish,20.78
34704,2018-11-15,y1_fall,volunteer,173.81
34704,2019-11-13,y2_fall,grass_cl,NA
34704,2019-11-13,y2_fall,weeds,74.31
34704,2019-11-13,y2_fall,radish,15.45
34704,2019-11-13,y2_fall,volunteer,NA
34705,2018-11-15,y1_fall,grass_cl,5.35
34705,2018-11-15,y1_fall,weeds,0.65
34705,2018-11-15,y1_fall,radish,NA
34705,2018-11-15,y1_fall,volunteer,156.64
34705,2019-11-13,y2_fall,grass_cl,5.6
34705,2019-11-13,y2_fall,weeds,82.57
34705,2019-11-13,y2_fall,radish,NA
34705,2019-11-13,y2_fall,volunteer,NA
34706,2018-11-15,y1_fall,grass_cl,NA
34706,2018-11-15,y1_fall,weeds,0.64
34706,2018-11-15,y1_fall,radish,NA
34706,2018-11-15,y1_fall,volunteer,240.52
34706,2019-11-13,y2_fall,grass_cl,NA
34706,2019-11-13,y2_fall,weeds,87.51
34706,2019-11-13,y2_fall,radish,NA
34706,2019-11-13,y2_fall,volunteer,NA
34802,2018-11-15,y1_fall,grass_cl,32.04
34802,2018-11-15,y1_fall,weeds,7.23
34802,2018-11-15,y1_fall,radish,NA
34802,2018-11-15,y1_fall,volunteer,192.42
34802,2019-11-13,y2_fall,grass_cl,91.96
34802,2019-11-13,y2_fall,weeds,47.31
34802,2019-11-13,y2_fall,radish,NA
34802,2019-11-13,y2_fall,volunteer,NA
34803,2018-11-15,y1_fall,grass_cl,NA
34803,2018-11-15,y1_fall,weeds,0
34803,2018-11-15,y1_fall,radish,244.12
34803,2018-11-15,y1_fall,volunteer,33.74
34803,2019-11-13,y2_fall,grass_cl,NA
34803,2019-11-13,y2_fall,weeds,52.7
34803,2019-11-13,y2_fall,radish,57.57
34803,2019-11-13,y2_fall,volunteer,NA
34804,2018-11-15,y1_fall,grass_cl,NA
34804,2018-11-15,y1_fall,weeds,0
34804,2018-11-15,y1_fall,radish,29.41
34804,2018-11-15,y1_fall,volunteer,133.72
34804,2019-11-13,y2_fall,grass_cl,NA
34804,2019-11-13,y2_fall,weeds,42.9
34804,2019-11-13,y2_fall,radish,8.91
34804,2019-11-13,y2_fall,volunteer,NA
34805,2018-11-15,y1_fall,grass_cl,1.61
34805,2018-11-15,y1_fall,weeds,0
34805,2018-11-15,y1_fall,radish,NA
34805,2018-11-15,y1_fall,volunteer,187.21
34805,2019-11-13,y2_fall,grass_cl,13.05
34805,2019-11-13,y2_fall,weeds,63.79
34805,2019-11-13,y2_fall,radish,NA
34805,2019-11-13,y2_fall,volunteer,NA
34806,2018-11-15,y1_fall,grass_cl,NA
34806,2018-11-15,y1_fall,weeds,0
34806,2018-11-15,y1_fall,radish,NA
34806,2018-11-15,y1_fall,volunteer,233.38
34806,2019-11-13,y2_fall,grass_cl,NA
34806,2019-11-13,y2_fall,weeds,59.1
34806,2019-11-13,y2_fall,radish,NA
34806,2019-11-13,y2_fall,volunteer,NA
34901,2018-11-15,y1_fall,grass_cl,NA
34901,2018-11-15,y1_fall,weeds,1.85
34901,2018-11-15,y1_fall,radish,298.67
34901,2018-11-15,y1_fall,volunteer,93.77
34901,2019-11-13,y2_fall,grass_cl,NA
34901,2019-11-13,y2_fall,weeds,38.69
34901,2019-11-13,y2_fall,radish,67.16
34901,2019-11-13,y2_fall,volunteer,NA
34902,2018-11-15,y1_fall,grass_cl,62.17
34902,2018-11-15,y1_fall,weeds,7.07
34902,2018-11-15,y1_fall,radish,NA
34902,2018-11-15,y1_fall,volunteer,188.44
34902,2019-11-13,y2_fall,grass_cl,45.93
34902,2019-11-13,y2_fall,weeds,50.02
34902,2019-11-13,y2_fall,radish,NA
34902,2019-11-13,y2_fall,volunteer,NA
34903,2018-11-15,y1_fall,grass_cl,NA
34903,2018-11-15,y1_fall,weeds,1.97
34903,2018-11-15,y1_fall,radish,NA
34903,2018-11-15,y1_fall,volunteer,325.72
34903,2019-11-13,y2_fall,grass_cl,NA
34903,2019-11-13,y2_fall,weeds,45.01
34903,2019-11-13,y2_fall,radish,NA
34903,2019-11-13,y2_fall,volunteer,NA
34905,2018-11-15,y1_fall,grass_cl,1.24
34905,2018-11-15,y1_fall,weeds,1.96
34905,2018-11-15,y1_fall,radish,NA
34905,2018-11-15,y1_fall,volunteer,235.23
34905,2019-11-13,y2_fall,grass_cl,7.36
34905,2019-11-13,y2_fall,weeds,72.31
34905,2019-11-13,y2_fall,radish,NA
34905,2019-11-13,y2_fall,volunteer,NA
34906,2018-11-15,y1_fall,grass_cl,NA
34906,2018-11-15,y1_fall,weeds,0
34906,2018-11-15,y1_fall,radish,37.53
34906,2018-11-15,y1_fall,volunteer,199.63
34906,2019-11-13,y2_fall,grass_cl,NA
34906,2019-11-13,y2_fall,weeds,47.45
34906,2019-11-13,y2_fall,radish,21.08
34906,2019-11-13,y2_fall,volunteer,NA
35101,2018-11-15,y1_fall,grass_cl,NA
35101,2018-11-15,y1_fall,weeds,1.15
35101,2018-11-15,y1_fall,radish,96.12
35101,2018-11-15,y1_fall,volunteer,108.93
35101,2019-11-13,y2_fall,grass_cl,NA
35101,2019-11-13,y2_fall,weeds,50.5
35101,2019-11-13,y2_fall,radish,55.34
35101,2019-11-13,y2_fall,volunteer,NA
35102,2018-11-15,y1_fall,grass_cl,45.9
35102,2018-11-15,y1_fall,weeds,2.05
35102,2018-11-15,y1_fall,radish,NA
35102,2018-11-15,y1_fall,volunteer,107
35102,2019-11-13,y2_fall,grass_cl,72.31
35102,2019-11-13,y2_fall,weeds,31.75
35102,2019-11-13,y2_fall,radish,NA
35102,2019-11-13,y2_fall,volunteer,NA
35103,2018-11-15,y1_fall,grass_cl,NA
35103,2018-11-15,y1_fall,weeds,0.19
35103,2018-11-15,y1_fall,radish,NA
35103,2018-11-15,y1_fall,volunteer,241.46
35103,2019-11-13,y2_fall,grass_cl,NA
35103,2019-11-13,y2_fall,weeds,52.09
35103,2019-11-13,y2_fall,radish,NA
35103,2019-11-13,y2_fall,volunteer,NA
35105,2018-11-15,y1_fall,grass_cl,3.84
35105,2018-11-15,y1_fall,weeds,0
35105,2018-11-15,y1_fall,radish,NA
35105,2018-11-15,y1_fall,volunteer,227.42
35105,2019-11-13,y2_fall,grass_cl,3.55
35105,2019-11-13,y2_fall,weeds,53.17
35105,2019-11-13,y2_fall,radish,NA
35105,2019-11-13,y2_fall,volunteer,NA
35106,2018-11-15,y1_fall,grass_cl,NA
35106,2018-11-15,y1_fall,weeds,0.42
35106,2018-11-15,y1_fall,radish,42.56
35106,2018-11-15,y1_fall,volunteer,149.13
35106,2019-11-13,y2_fall,grass_cl,NA
35106,2019-11-13,y2_fall,weeds,65.9
35106,2019-11-13,y2_fall,radish,34.35
35106,2019-11-13,y2_fall,volunteer,NA
35201,2018-11-15,y1_fall,grass_cl,NA
35201,2018-11-15,y1_fall,weeds,0.31
35201,2018-11-15,y1_fall,radish,126.11
35201,2018-11-15,y1_fall,volunteer,108.99
35201,2019-11-13,y2_fall,grass_cl,NA
35201,2019-11-13,y2_fall,weeds,42.3
35201,2019-11-13,y2_fall,radish,65.83
35201,2019-11-13,y2_fall,volunteer,NA
35202,2018-11-15,y1_fall,grass_cl,44.89
35202,2018-11-15,y1_fall,weeds,1.3
35202,2018-11-15,y1_fall,radish,NA
35202,2018-11-15,y1_fall,volunteer,113.03
35202,2019-11-13,y2_fall,grass_cl,67.3
35202,2019-11-13,y2_fall,weeds,41.74
35202,2019-11-13,y2_fall,radish,NA
35202,2019-11-13,y2_fall,volunteer,NA
35203,2018-11-15,y1_fall,grass_cl,NA
35203,2018-11-15,y1_fall,weeds,1.23
35203,2018-11-15,y1_fall,radish,NA
35203,2018-11-15,y1_fall,volunteer,167.61
35203,2019-11-13,y2_fall,grass_cl,NA
35203,2019-11-13,y2_fall,weeds,50.85
35203,2019-11-13,y2_fall,radish,NA
35203,2019-11-13,y2_fall,volunteer,NA
35205,2018-11-15,y1_fall,grass_cl,3.99
35205,2018-11-15,y1_fall,weeds,0.78
35205,2018-11-15,y1_fall,radish,NA
35205,2018-11-15,y1_fall,volunteer,193.58
35205,2019-11-13,y2_fall,grass_cl,19.55
35205,2019-11-13,y2_fall,weeds,84.42
35205,2019-11-13,y2_fall,radish,NA
35205,2019-11-13,y2_fall,volunteer,NA
35206,2018-11-15,y1_fall,grass_cl,NA
35206,2018-11-15,y1_fall,weeds,0.93
35206,2018-11-15,y1_fall,radish,32.16
35206,2018-11-15,y1_fall,volunteer,140.82
35206,2019-11-13,y2_fall,grass_cl,NA
35206,2019-11-13,y2_fall,weeds,70.45
35206,2019-11-13,y2_fall,radish,31.28
35206,2019-11-13,y2_fall,volunteer,NA
35301,2018-11-15,y1_fall,grass_cl,NA
35301,2018-11-15,y1_fall,weeds,0
35301,2018-11-15,y1_fall,radish,267.78
35301,2018-11-15,y1_fall,volunteer,76.22
35301,2019-11-13,y2_fall,grass_cl,NA
35301,2019-11-13,y2_fall,weeds,51.1
35301,2019-11-13,y2_fall,radish,100.1
35301,2019-11-13,y2_fall,volunteer,NA
35302,2018-11-15,y1_fall,grass_cl,1.07
35302,2018-11-15,y1_fall,weeds,56.65
35302,2018-11-15,y1_fall,radish,NA
35302,2018-11-15,y1_fall,volunteer,151.93
35302,2019-11-13,y2_fall,grass_cl,4.43
35302,2019-11-13,y2_fall,weeds,52.75
35302,2019-11-13,y2_fall,radish,NA
35302,2019-11-13,y2_fall,volunteer,NA
35304,2018-11-15,y1_fall,grass_cl,NA
35304,2018-11-15,y1_fall,weeds,1.38
35304,2018-11-15,y1_fall,radish,NA
35304,2018-11-15,y1_fall,volunteer,233.69
35304,2019-11-13,y2_fall,grass_cl,NA
35304,2019-11-13,y2_fall,weeds,52.87
35304,2019-11-13,y2_fall,radish,NA
35304,2019-11-13,y2_fall,volunteer,NA
35305,2018-11-15,y1_fall,grass_cl,9.88
35305,2018-11-15,y1_fall,weeds,36.4
35305,2018-11-15,y1_fall,radish,NA
35305,2018-11-15,y1_fall,volunteer,218.88
35305,2019-11-13,y2_fall,grass_cl,18.2
35305,2019-11-13,y2_fall,weeds,61.11
35305,2019-11-13,y2_fall,radish,NA
35305,2019-11-13,y2_fall,volunteer,NA
35306,2018-11-15,y1_fall,grass_cl,NA
35306,2018-11-15,y1_fall,weeds,0.74
35306,2018-11-15,y1_fall,radish,104.34
35306,2018-11-15,y1_fall,volunteer,154.33
35306,2019-11-13,y2_fall,grass_cl,NA
35306,2019-11-13,y2_fall,weeds,89.43
35306,2019-11-13,y2_fall,radish,23.97
35306,2019-11-13,y2_fall,volunteer,NA
35401,2018-11-15,y1_fall,grass_cl,NA
35401,2018-11-15,y1_fall,weeds,0.21
35401,2018-11-15,y1_fall,radish,167.77
35401,2018-11-15,y1_fall,volunteer,58.46
35401,2019-11-13,y2_fall,grass_cl,NA
35401,2019-11-13,y2_fall,weeds,60.05
35401,2019-11-13,y2_fall,radish,30.09
35401,2019-11-13,y2_fall,volunteer,NA
35402,2018-11-15,y1_fall,grass_cl,11.44
35402,2018-11-15,y1_fall,weeds,1.07
35402,2018-11-15,y1_fall,radish,NA
35402,2018-11-15,y1_fall,volunteer,167.66
35402,2019-11-13,y2_fall,grass_cl,60.45
35402,2019-11-13,y2_fall,weeds,22.22
35402,2019-11-13,y2_fall,radish,NA
35402,2019-11-13,y2_fall,volunteer,NA
35404,2018-11-15,y1_fall,grass_cl,NA
35404,2018-11-15,y1_fall,weeds,0.57
35404,2018-11-15,y1_fall,radish,NA
35404,2018-11-15,y1_fall,volunteer,179.97
35404,2019-11-13,y2_fall,grass_cl,NA
35404,2019-11-13,y2_fall,weeds,49.19
35404,2019-11-13,y2_fall,radish,NA
35404,2019-11-13,y2_fall,volunteer,NA
35405,2018-11-15,y1_fall,grass_cl,5.74
35405,2018-11-15,y1_fall,weeds,0.31
35405,2018-11-15,y1_fall,radish,NA
35405,2018-11-15,y1_fall,volunteer,168.92
35405,2019-11-13,y2_fall,grass_cl,29.37
35405,2019-11-13,y2_fall,weeds,35.05
35405,2019-11-13,y2_fall,radish,NA
35405,2019-11-13,y2_fall,volunteer,NA
35406,2018-11-15,y1_fall,grass_cl,NA
35406,2018-11-15,y1_fall,weeds,0.33
35406,2018-11-15,y1_fall,radish,84.46
35406,2018-11-15,y1_fall,volunteer,91.04
35406,2019-11-13,y2_fall,grass_cl,NA
35406,2019-11-13,y2_fall,weeds,59.24
35406,2019-11-13,y2_fall,radish,21.87
35406,2019-11-13,y2_fall,volunteer,NA
35501,2018-11-15,y1_fall,grass_cl,NA
35501,2018-11-15,y1_fall,weeds,0.74
35501,2018-11-15,y1_fall,radish,133.06
35501,2018-11-15,y1_fall,volunteer,136.64
35501,2019-11-13,y2_fall,grass_cl,NA
35501,2019-11-13,y2_fall,weeds,67.86
35501,2019-11-13,y2_fall,radish,73.21
35501,2019-11-13,y2_fall,volunteer,NA
35502,2018-11-15,y1_fall,grass_cl,28.61
35502,2018-11-15,y1_fall,weeds,3.68
35502,2018-11-15,y1_fall,radish,NA
35502,2018-11-15,y1_fall,volunteer,123.71
35502,2019-11-13,y2_fall,grass_cl,44.92
35502,2019-11-13,y2_fall,weeds,39.7
35502,2019-11-13,y2_fall,radish,NA
35502,2019-11-13,y2_fall,volunteer,NA
35504,2018-11-15,y1_fall,grass_cl,NA
35504,2018-11-15,y1_fall,weeds,6.99
35504,2018-11-15,y1_fall,radish,NA
35504,2018-11-15,y1_fall,volunteer,217.23
35504,2019-11-13,y2_fall,grass_cl,NA
35504,2019-11-13,y2_fall,weeds,64.4
35504,2019-11-13,y2_fall,radish,NA
35504,2019-11-13,y2_fall,volunteer,NA
35505,2018-11-15,y1_fall,grass_cl,4.86
35505,2018-11-15,y1_fall,weeds,2.8
35505,2018-11-15,y1_fall,radish,NA
35505,2018-11-15,y1_fall,volunteer,200.49
35505,2019-11-13,y2_fall,grass_cl,11.64
35505,2019-11-13,y2_fall,weeds,47.73
35505,2019-11-13,y2_fall,radish,NA
35505,2019-11-13,y2_fall,volunteer,NA
35506,2018-11-15,y1_fall,grass_cl,NA
35506,2018-11-15,y1_fall,weeds,0.77
35506,2018-11-15,y1_fall,radish,87.68
35506,2018-11-15,y1_fall,volunteer,84.1
35506,2019-11-13,y2_fall,grass_cl,NA
35506,2019-11-13,y2_fall,weeds,40.16
35506,2019-11-13,y2_fall,radish,19.23
35506,2019-11-13,y2_fall,volunteer,NA
